Date,Origin Airport,Origin City,Origin Country,Destination Airport,Destination City,Destination Country,Total Volume,Direct Volume,Destination Lat,Destination Long,Origin Lat,Origin Long
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Tampa International Airport, FL, US",Tampa,United States,2,0,27.9,-82.5,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Wichita Mid-Continent Airport, KS, US",Wichita,United States,2,0,37.7,-97.3,30.5,-91.2
April-2020,"Baton Rouge Metropolitan Airport, LA, US",Baton Rouge,United States,"Palm Beach International Airport, FL, US",West Palm Beach,United States,2,0,26.7,-80.1,30.5,-91.2
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Palm Beach International Airport, FL, US",West Palm Beach,United States,2,0,26.7,-80.1,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Wichita Mid-Continent Airport, KS, US",Wichita,United States,2,0,37.7,-97.3,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Eglin Air Force Base, FL, US",Valparaiso,United States,2,0,30.5,-86.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Eglin Air Force Base, FL, US",Valparaiso,United States,2,0,30.5,-86.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Ronald Reagan Washington National Airport, DC, US",Washington,United States,2,0,38.9,-77.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Watertown International Airport, NY, US",Watertown,United States,2,0,44.0,-75.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Abraham Lincoln Capital Airport, IL, US",Springfield,United States,2,0,39.8,-89.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Lambert–St. Louis International Airport, IL, US",St Louis,United States,2,0,38.6,-90.2,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Stillwater Regional Airport, OK, US",Stillwater,United States,2,0,36.1,-97.1,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Syracuse Hancock International Airport, NY, US",Syracuse,United States,2,0,43.0,-76.1,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Tallahassee Regional Airport, FL, US",Tallahassee,United States,2,0,30.4,-84.3,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Sarasota / Bradenton International Airport, FL, US",Sarasota/Bradenton,United States,2,0,27.4,-82.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Tri-Cities Regional TN/VA Airport, TN, US","Bristol, VA/Johnson City/Kingsport",United States,2,0,36.5,-82.4,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Minneapolis-St Paul International/Wold-Chamberlain Airport, MN, US",Minneapolis/St Paul,United States,2,0,45.0,-93.3,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Ring Rock Ranch Airport, ND, US",Williston,United States,2,0,48.1,-103.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Ring Rock Ranch Airport, ND, US",Williston,United States,2,0,48.1,-103.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Northwest Florida Beaches International Airport, FL, US",Panama City,United States,2,0,30.2,-85.7,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Wilmington International Airport, NC, US",Wilmington,United States,2,0,34.2,-77.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Yuma International Airport, AZ, US",Yuma,United States,2,0,32.7,-114.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Myrtle Beach International Airport, SC, US",Myrtle Beach,United States,2,0,33.7,-78.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Pitt-Greenville Airport, NC, US",Greenville,United States,2,0,35.6,-77.4,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Erie International Airport, PA, US",Erie,United States,2,0,42.1,-80.1,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Florence Regional Airport, SC, US",Florence,United States,2,0,34.2,-79.8,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Gillette-Campbell County Airport, WY, US",Gillette,United States,2,0,44.3,-105.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Central Nebraska Regional Airport, NE, US",Grand Island,United States,2,0,40.9,-98.3,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Austin Straubel International Airport, WI, US",Green Bay,United States,2,0,44.5,-88.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Piedmont Triad International Airport, NC, US",Greensboro/High Point,United States,2,0,36.1,-79.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"James M Cox Dayton International Airport, OH, US",Dayton,United States,2,0,39.8,-84.2,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Asheville Regional Airport, NC, US",Asheville,United States,2,0,35.6,-82.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Buffalo Niagara International Airport, NY, US",Buffalo,United States,2,0,42.9,-78.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Akron-Canton Regional Airport, OH, US",Akron/Canton,United States,2,0,41.1,-81.5,32.5,-93.8
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,2,0,47.6,-122.3,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Sheppard Air Force Base/Wichita Falls Municipal Airport, TX, US",Wichita Falls,United States,2,0,33.9,-98.5,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Salt Lake City International Airport, UT, US",Salt Lake City,United States,2,0,40.8,-111.9,31.3,-92.4
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Key West International Airport, FL, US",Key West,United States,2,0,24.6,-81.8,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Joplin Regional Airport, MO, US",Joplin,United States,2,0,37.1,-94.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Huntsville International Airport-Carl T Jones Field, AL, US",Huntsville,United States,2,0,34.7,-86.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Huntsville International Airport-Carl T Jones Field, AL, US",Huntsville,United States,2,0,34.7,-86.6,32.5,-93.8
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Tri-Cities Airport, WA, US",Pasco,United States,2,0,46.2,-119.1,31.3,-92.4
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Southwest Florida International Airport, FL, US",Fort Myers,United States,2,0,26.6,-81.8,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Dothan Regional Airport, AL, US",Dothan,United States,2,0,31.2,-85.4,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Denver International Airport, CO, US",Denver,United States,2,0,39.7,-105.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Des Moines International Airport, IA, US",Des Moines,United States,2,0,41.6,-93.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Great Falls International Airport, MT, US",Great Falls,United States,2,0,47.5,-111.3,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Gulfport-Biloxi Regional Airport, MS, US",Gulfport,United States,2,0,30.4,-89.1,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Garden City Regional Airport, KS, US",Garden City,United States,2,0,38.0,-100.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Fort Smith Municipal Airport, AR, US",Fort Smith,United States,2,0,35.4,-94.4,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Rapid City Regional Airport, SD, US",Rapid City,United States,2,0,44.1,-103.2,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Pittsburgh International Airport, PA, US",Pittsburgh,United States,2,0,40.4,-80.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Phoenix Sky Harbor International Airport, AZ, US",Phoenix,United States,2,0,33.4,-112.1,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Phoenix Sky Harbor International Airport, AZ, US",Phoenix,United States,2,0,33.4,-112.1,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Pensacola International Airport, FL, US",Pensacola,United States,2,0,30.4,-87.2,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Pensacola International Airport, FL, US",Pensacola,United States,2,0,30.4,-87.2,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Palm Springs International Airport, CA, US",Palm Springs,United States,2,0,33.8,-116.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Eppley Airfield, NE, US",Omaha,United States,2,0,41.3,-95.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Salt Lake City International Airport, UT, US",Salt Lake City,United States,2,0,40.8,-111.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"San Antonio International Airport, TX, US",San Antonio,United States,2,0,29.4,-98.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Seattle-Tacoma International Airport, WA, US",Seattle,United States,2,0,47.6,-122.3,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Sioux Gateway Airport/Col. Bud Day Field, IA, US",Sioux City,United States,2,0,42.5,-96.4,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Santa Barbara Municipal Airport, CA, US",Santa Barbara,United States,2,0,34.4,-119.7,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Louisville International Airport, KY, US",Louisville,United States,2,0,38.3,-85.8,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Manchester Airport, NH, US",Manchester,United States,2,0,43.0,-71.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Manhattan Regional Airport, KS, US",Manhattan,United States,2,0,39.2,-96.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Louis Armstrong New Orleans International Airport, LA, US",New Orleans,United States,2,0,30.0,-90.1,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Melbourne International Airport, FL, US",Melbourne,United States,2,0,28.1,-80.6,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Mobile Regional Airport, AL, US",Mobile,United States,2,0,30.7,-88.0,32.5,-93.8
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Fort Lauderdale/Hollywood International Airport, FL, US",Fort Lauderdale,United States,2,0,26.1,-80.1,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Hobbs Airport, NM, US",Hobbs,United States,2,0,32.7,-103.1,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Rick Husband Amarillo International Airport, TX, US",Amarillo,United States,2,0,35.2,-101.8,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Austin-Bergstrom International Airport, TX, US",Austin,United States,2,0,30.3,-97.7,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Minneapolis-St Paul International/Wold-Chamberlain Airport, MN, US",Minneapolis/St Paul,United States,2,0,45.0,-93.3,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Columbus Airport, GA, US",Columbus,United States,2,0,32.5,-85.0,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Tulsa International Airport, OK, US",Tulsa,United States,2,0,36.2,-96.0,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Louisville International Airport, KY, US",Louisville,United States,2,0,38.3,-85.8,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Lawton–Fort Sill Regional Airport, OK, US",Lawton,United States,2,0,34.6,-98.4,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Manhattan Regional Airport, KS, US",Manhattan,United States,2,0,39.2,-96.6,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"La Guardia Airport, NY, US",New York,United States,2,0,40.7,-74.0,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Pellston Regional Airport of Emmet County, MI, US",Pellston,United States,2,0,45.6,-84.8,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Pittsburgh International Airport, PA, US",Pittsburgh,United States,2,0,40.4,-80.0,31.3,-92.4
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Augusta Regional Airport, GA, US",Augusta,United States,2,0,33.5,-82.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Charleston International Airport, SC, US",Charleston,United States,2,0,32.8,-79.9,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Chicago Midway International Airport, IL, US",Chicago,United States,2,0,41.9,-87.7,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Gallatin Field Airport, MT, US",Bozeman,United States,2,0,45.7,-111.0,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Brunswick Golden Isles Airport, GA, US",Brunswick,United States,2,0,31.1,-81.5,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Burbank Bob Hope Airport, CA, US",Burbank,United States,2,0,34.2,-118.4,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Columbia Regional Airport, MO, US",Columbia,United States,2,0,39.0,-92.3,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"University of Illinois Willard Airport, IL, US",Champaign,United States,2,0,40.1,-88.2,32.5,-93.8
April-2020,"Shreveport Regional Airport, LA, US",Shreveport,United States,"Anchorage International Airport, AK, US",Anchorage,United States,2,0,61.2,-149.9,32.5,-93.8
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Cherry Capital Airport, MI, US",Traverse City,United States,2,0,44.8,-85.6,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Joe Foss Field, SD, US",Sioux Falls,United States,2,0,43.5,-96.7,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Lambert–St. Louis International Airport, IL, US",St Louis,United States,2,0,38.6,-90.2,31.3,-92.4
April-2020,"Alexandria International Airport, LA, US",Alexandria,United States,"Savannah International Airport, GA, US",Savannah,United States,2,0,32.1,-81.1,31.3,-92.4
